Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
63000,1.4252799,0.0002812502,6.5792027,15.57941478656398,15.579414117691663,435.55555555555554
64000,1.4256455,0.0002809502,5.5992517,27.85639318302274,27.856393893395087,469.53333333333336
65000,1.4259472,0.0002806502,6.3485956,13.634294275803349,13.634294295192891,387.2307692307692
66000,1.4254897,0.00028035018,5.195676,53.18699026515242,53.18699037337327,638.6
67000,1.4253824,0.00028005015,5.0332103,15.083132395178277,15.083132740895369,437.61538461538464
68000,1.4252833,0.00027975018,7.6673226,35.4462648219429,35.446265185620675,508.8
69000,1.4250544,0.00027945018,7.7365866,56.015146290534176,56.01514674187255,548.0
70000,1.4247278,0.00027915018,7.9921355,90.95914304378883,90.95914333623662,822.7142857142857
71000,1.4242139,0.00027885017,7.1139717,70.01107378507203,70.01107324598892,648.5454545454545
72000,1.4239904,0.00027855014,6.3445325,51.750837253199684,51.750837808855266,644.1111111111111
73000,1.4252688,0.00027825017,6.9061813,30.797867856977973,30.797867683747242,539.25
74000,1.4254091,0.00027795017,5.864376,35.078973467461765,35.07897273562236,494.125
75000,1.4257119,0.00027765016,7.0263658,43.50390553813089,43.50390537677621,621.9090909090909
76000,1.4263849,0.0002773502,6.257514,25.14135662019432,25.141355650851043,470.84615384615387
77000,1.4270012,0.00027705016,7.2890463,27.326470860237762,27.32647146036933,467.3636363636364
78000,1.4280365,0.0002767502,6.0627275,106.71930586843519,106.71930581764059,887.7142857142857
79000,1.4283125,0.00027645016,6.1207047,51.509947030908535,51.50994774835211,532.0
80000,1.4286807,0.00027615015,7.5157986,61.87237939983606,61.872379729021816,525.8
81000,1.4285042,0.00027585018,5.405969,38.91776796235769,38.91776925168051,471.2857142857143
82000,1.4282285,0.00027555018,5.4927154,25.795035203918815,25.79503580908886,422.875
83000,1.4276404,0.00027525018,6.4457164,91.474722918123,91.47472302194679,688.5
84000,1.4273428,0.00027495014,4.862487,53.61113562621176,53.61113552572101,520.5
85000,1.426339,0.00027465017,4.2585506,41.12648293707106,41.12648319832442,476.8888888888889
86000,1.4261829,0.00027435017,5.404809,20.490278393193147,20.490278085831044,381.3
87000,1.4258796,0.00027405017,6.1710343,51.838054332468246,51.83805356363801,438.8888888888889
88000,1.4262143,0.0002737502,4.8049097,28.2739781498909,28.2739775369389,366.5
89000,1.4265233,0.00027345016,6.0735173,74.85511487230126,74.85511624572175,519.7142857142857
90000,1.4264756,0.0002731502,7.078758,157.844433093071,157.84443327997184,930.8
91000,1.4264873,0.00027285016,5.201822,84.13377809524536,84.13377835641482,544.2857142857143
92000,1.4267104,0.00027255015,4.818577,40.044128663225635,40.044127765536864,1919.1
93000,1.4269416,0.00027225018,6.939661,40.47666634619236,40.47666526492668,443.375
94000,1.4273193,0.00027195018,5.609836,71.52392787592751,71.52392753954778,543.0
95000,1.427316,0.00027165018,5.9832687,55.480514295748435,55.48051417948185,1663.25
96000,1.4273142,0.00027135017,7.6467667,17.834719264507292,17.83471998383675,335.8
97000,1.4268228,0.00027105017,6.6199064,68.31888573903304,68.31888650819778,472.6923076923077
98000,1.4270041,0.00027075017,8.255112,20.76463054526936,20.764629947104947,340.8181818181818
99000,1.4277147,0.00027045017,6.6936255,60.02459040262665,60.02459025663326,461.2307692307692
100000,1.4279604,0.0002701502,8.157492,113.2041087448597,113.20411032074071,701.4285714285714
101000,1.4281766,0.00026985016,5.214934,29.858874709549127,29.85887397118745,410.75
102000,1.4278072,0.00026955016,6.8769355,37.02939723730087,37.029397185317066,370.6
103000,1.4276617,0.00026925016,6.8746796,73.23173863689105,73.23173832443779,511.8333333333333
104000,1.4269866,0.00026895016,7.362121,45.01883322447539,45.01883376616013,438.7
105000,1.427059,0.00026865018,9.6881,80.83119277159373,80.8311915571111,594.0
106000,1.4271857,0.00026835018,6.64273,64.6395142779996,64.63951458375362,534.0
107000,1.4269726,0.0002680502,9.435725,109.014464950189,109.01446479074934,716.125
108000,1.4268614,0.00026775018,6.9122987,68.24332640732808,68.2433256038089,1895.7272727272727
109000,1.4269265,0.00026745017,7.117769,29.172356456518173,29.172356175436036,430.25
110000,1.4269074,0.00026715017,10.5711775,108.34210419642945,108.3421049984695,742.0
111000,1.4268259,0.00026685017,12.576257,130.8639427036047,130.86394109615048,728.6
112000,1.4273188,0.0002665502,12.3003845,166.69154106701413,166.69154016532323,918.0
113000,1.4278139,0.00026625016,10.685919,232.95962978509488,232.95963170423187,1074.25
114000,1.4276778,0.00026595016,10.770215,113.79398849979043,113.79398902046118,702.75
115000,1.4276109,0.0002656502,12.632795,168.61526782512664,168.6152695807985,842.2
116000,1.4272119,0.00026535016,10.181633,244.1237883351743,244.12378856022974,1128.2
117000,1.4271381,0.00026505018,8.417354,85.38970227458049,85.38970139009254,710.75
118000,1.4270083,0.00026475018,7.1656494,151.94293999671936,151.94294108994654,936.0
119000,1.4266105,0.00026445018,8.623436,106.42074723698897,106.42074617219896,870.0
120000,1.4263858,0.00026415018,8.272292,621.0891008973122,621.0890971631197,2477.5
121000,1.4256185,0.00026385015,8.11031,375.1940184831619,375.19402209777763,1530.5
122000,1.425628,0.00026355017,6.986195,118.36274502674739,118.36274513187315,794.3333333333334
123000,1.4258791,0.00026325017,8.428102,226.8815205525607,226.88151941266005,1099.5
124000,1.4259292,0.00026295014,6.994756,165.7046959400177,165.7046983349719,848.5
125000,1.425978,0.00026265017,8.19736,405.46725606778637,405.46726028551683,1810.0
126000,1.4257969,0.00026235016,7.480124,378.14075285196304,378.1407506164978,1694.5
127000,1.4257221,0.0002620502,9.685293,None,None,None
128000,1.4253274,0.00026175016,7.4255652,404.6699061426334,404.669905522998,1621.3333333333333
129000,1.4249505,0.00026145016,6.9318094,249.15905795863364,249.15905723568585,4103.25
130000,1.424247,0.00026115018,11.774671,171.92634031944908,171.92634329847323,14766.0
131000,1.4235436,0.00026085018,11.464147,665.9882226213813,665.9882252954835,2483.0
132000,1.4231548,0.00026055018,11.670915,895.993075966835,895.9930777796544,2885.0
133000,1.422457,0.00026025018,9.501999,416.5935851251097,416.59358534385865,1872.6666666666667
134000,1.4223609,0.00025995017,9.6493,184.9458324710528,184.94583325467102,1038.0
135000,1.422209,0.0002596502,8.880825,882.507263870365,882.5072581492072,3924.0
136000,1.4218429,0.00025935017,10.484961,431.09099102020264,431.09099165251655,1870.5
137000,1.4214783,0.0002590502,10.8971815,368.2589965082705,368.2589958485747,4093.8
138000,1.4212912,0.00025875017,12.974923,278.52586710453033,278.5258670245694,1373.0
139000,1.4212959,0.0002584502,14.352181,171.5625684261322,171.56256956009506,1017.3333333333334
140000,1.4219494,0.00025815016,15.805931,579.488397359848,579.4883920778252,2112.5
141000,1.4219466,0.00025785016,12.6385355,442.7654034757953,442.76540354589866,3352.4285714285716
142000,1.4219419,0.0002575502,20.3035,None,None,None
143000,1.4213744,0.00025725018,18.738451,572.4631983439127,572.4631961255218,1789.0
144000,1.4210397,0.00025695018,16.060343,888.9070498142391,888.9070523421558,2849.5
145000,1.4205918,0.00025665018,17.986507,144.24444031774692,144.24443803214058,969.0
146000,1.4204502,0.00025635015,17.825817,551.1474368572235,551.1474377037821,2019.5
147000,1.4200693,0.00025605017,18.153948,395.14257397254306,395.14257670986507,1443.0
148000,1.4197344,0.00025575017,17.746698,659.2766287986888,659.2766333286341,2531.6666666666665
149000,1.4194087,0.0002554502,19.502932,358.4706012705962,358.4706035078562,1485.6666666666667
150000,1.4188153,0.00025515017,15.399119,640.2774536702782,640.2774579043592,2226.25
151000,1.4186192,0.00025485017,19.875174,464.87405371665955,464.87404916633386,1357.0
152000,1.418318,0.00025455016,18.249352,408.4937632203102,408.49376167485104,1571.4
153000,1.4183494,0.00025425016,18.409594,652.0704759558042,652.0704773366451,2040.0
154000,1.4184023,0.0002539502,19.576225,524.7431493550539,524.7431499669233,1750.5
155000,1.4184221,0.00025365019,16.282572,369.0785662929217,369.0785683928643,1290.0
156000,1.4184324,0.0002533502,17.4683,514.0913087300723,514.0913108656056,1697.75
157000,1.4183669,0.00025305018,19.905996,328.37264281511307,328.3726455084194,1261.0
158000,1.4183059,0.00025275018,16.88503,349.3439145088196,349.343917389929,1183.0
159000,1.4181267,0.00025245018,17.697096,310.5556721687317,310.5556718616863,1204.0
160000,1.4177098,0.00025215017,15.521982,768.2666840950648,768.2666882743628,2149.3333333333335
161000,1.4173295,0.0002518502,17.840925,305.71174617495853,305.7117454236849,1990.5
162000,1.4165794,0.00025155017,17.396645,615.1053850352764,615.105388293839,1774.0
163000,1.4163709,0.00025125017,16.710047,487.71751393874484,487.7175124817825,1725.3333333333333
164000,1.4159629,0.00025095016,14.634858,273.4529134875629,273.4529149244906,1079.1666666666667
165000,1.4156182,0.00025065016,18.014425,535.5995826721191,535.5995806636056,1603.0
166000,1.415056,0.0002503502,17.96544,572.2515749335289,572.2515755582808,1641.5
167000,1.4150549,0.0002500502,16.590076,384.42005586996675,384.42005551885075,1094.5
168000,1.4150543,0.00024975018,17.052725,890.3124956488609,890.3125008307397,2032.0
169000,1.4145554,0.00024945018,13.29311,553.6163491278887,553.6163517117576,1546.2
170000,1.4144456,0.00024915018,14.375095,244.62731885910034,244.62732221890474,836.0
171000,1.4142042,0.00024885018,13.670197,526.2755954787135,526.2755943917794,1376.6666666666667
172000,1.4138154,0.00024855018,14.244402,300.34861692786217,300.34861698237364,1057.25
173000,1.4134775,0.00024825017,14.695183,508.0652652929227,508.06526688755235,1331.0
174000,1.412505,0.00024795017,14.778007,455.19107924898464,455.1910818834937,1262.6666666666667
175000,1.4122126,0.00024765017,14.94503,122.10488940775394,122.10489012784126,664.0
176000,1.4115511,0.0002473502,15.143471,565.7298988273833,565.7298984052102,5047.0
177000,1.4114625,0.0002470502,20.43951,681.6356444358826,681.6356516256346,1868.5
178000,1.411329,0.00024675016,16.748419,657.1407445073128,657.1407436392146,1807.75
179000,1.4106357,0.00024645016,20.02355,478.9624430835247,478.9624417743433,1394.5
180000,1.41032,0.0002461502,19.551336,887.9117150306702,887.9117148431978,2681.0
181000,1.4098599,0.00024585018,17.831268,660.683670626441,660.6836758434456,4521.2
182000,1.4097322,0.00024555018,24.268251,729.780161716044,729.7801628654258,2045.5
183000,1.4094026,0.00024525018,21.958456,433.91343344623846,433.91343501004235,1420.0
184000,1.4095896,0.00024495018,23.397047,448.64385187625885,448.64385314202764,1407.5
185000,1.4097501,0.00024465017,23.390291,414.31793705821036,414.3179347137442,1203.2
186000,1.4098746,0.0002443502,24.768541,883.9252493928652,883.9252493751719,2480.0
187000,1.4099478,0.00024405018,22.38064,577.44462854291,577.4446278930492,1423.0
188000,1.4103868,0.00024375018,21.61901,335.1803205957015,335.1803189428051,1212.8333333333333
189000,1.4104824,0.0002434502,23.744944,236.72428784767786,236.7242898481442,913.6666666666666
190000,1.4106375,0.00024315019,26.5006,567.9938907350103,567.9938925864249,1883.6666666666667
191000,1.4100083,0.0002428502,21.840714,694.8007440987442,694.8007427518226,1505.5714285714287
192000,1.4096984,0.00024255019,20.780666,299.9370543062687,299.9370491768409,959.5
193000,1.4085276,0.0002422502,21.740316,577.0445497433344,577.0445483395888,1493.3333333333333
194000,1.4085337,0.00024195018,18.468874,569.4858392570168,569.4858361336046,1415.0
195000,1.4086725,0.0002416502,17.626686,260.92085111141205,260.9208478741348,912.0
196000,1.4087751,0.0002413502,17.0965,532.2262829144796,532.2262814423302,1533.0
197000,1.4088587,0.00024105018,17.48203,478.32800717651844,478.32800675848193,1392.0
198000,1.4080397,0.00024075019,16.89352,599.5758916735649,599.5758947641261,1502.75
199000,1.4077042,0.00024045019,19.457336,891.1560114622116,891.1560064214282,2198.0
200000,1.4064105,0.00024015018,15.790733,890.6530331770579,890.6530352986828,2131.0
201000,1.4059435,0.0002398502,17.226221,275.23210372775793,275.23210315520186,810.25
202000,1.4052373,0.00023955021,15.670424,332.44572101533413,332.4457206644099,960.0
203000,1.4044487,0.00023925018,17.665792,295.882992764314,295.8829933323941,982.6666666666666
204000,1.4041157,0.00023895019,16.042223,413.40314693935215,413.40314622436233,1314.0
205000,1.4037277,0.0002386502,18.26587,None,None,None
206000,1.4035391,0.00023835021,18.738428,442.35231273924,442.3523116037014,3419.1428571428573
207000,1.4030321,0.0002380502,24.237194,165.80243587493896,165.80243609868376,605.0
208000,1.4026182,0.00023775021,23.18891,690.029089987278,690.0290904079593,1819.75
209000,1.4022698,0.0002374502,23.110327,297.08034023681347,297.08034081949415,3249.3333333333335
210000,1.4017973,0.00023715019,26.126432,353.34908214211464,353.3490838334619,1122.25
211000,1.4015205,0.00023685019,26.057882,391.63181479908525,391.63181902247743,1256.2
212000,1.4003313,0.0002365502,25.836233,537.3325473964214,537.332551786795,1301.4
213000,1.4004408,0.0002362502,25.942926,526.6072607464157,526.6072606422944,1405.6
214000,1.4005907,0.0002359502,27.161634,652.8586276099086,652.8586245410106,1369.25
215000,1.3999375,0.0002356502,28.024845,470.27484943469364,470.27485347761166,1307.3333333333333
216000,1.3996453,0.00023535019,26.91243,601.1380605890105,601.1380586351567,1550.6666666666667
217000,1.3979951,0.0002350502,26.867962,393.28992739021777,393.2899275951924,1016.8
218000,1.3975453,0.0002347502,26.487606,424.96569937467575,424.9656965192935,1110.6666666666667
219000,1.3963544,0.00023445018,29.164091,567.9410797655582,567.9410774202,1275.4
220000,1.3960079,0.0002341502,29.3363,381.22725993348286,381.2272519589811,1131.5
221000,1.3957198,0.0002338502,27.157028,568.0945845047632,568.0945873281826,1331.6666666666667
222000,1.3948762,0.00023355019,28.87222,411.48530942139524,411.4853097167488,1090.0
223000,1.3945596,0.0002332502,29.012228,344.27273949384687,344.27274205265564,847.8
224000,1.3934476,0.0002329502,27.83401,542.750357205669,542.7503594083511,1245.8333333333333
225000,1.3929493,0.00023265019,31.26858,497.50438690185547,497.5043901473473,1254.6666666666667
226000,1.3921893,0.0002323502,25.638573,414.4027643878427,414.40276539920563,971.3333333333334
227000,1.3919725,0.00023205021,25.986393,223.84064753850302,223.8406463979427,705.5555555555555
228000,1.3918723,0.0002317502,26.310232,211.59810857474804,211.5981086900565,721.875
229000,1.3913121,0.0002314502,27.013826,260.3206652424165,260.3206690305872,747.5714285714286
230000,1.3912024,0.00023115019,28.587616,338.3777235522866,338.3777226852253,905.625
231000,1.3909391,0.00023085019,30.300812,442.35332779788104,442.3533299443614,990.1666666666666
232000,1.3908668,0.0002305502,26.364704,247.85107459574937,247.85107399107673,745.4
233000,1.3908049,0.0002302502,29.832222,466.40970460302196,466.4097047643256,1100.3333333333333
234000,1.3898432,0.0002299502,28.493565,347.26826901095257,347.2682693821957,865.0
235000,1.3894229,0.0002296502,29.40259,383.70546320360154,383.7054637283269,951.7142857142857
236000,1.3876672,0.00022935019,30.874243,361.9738857448101,361.9738868557995,917.5
237000,1.3872617,0.00022905019,30.27543,511.0480547944705,511.0480542428654,1173.8333333333333
238000,1.3866355,0.0002287502,31.398148,376.7500481456518,376.75004390518956,935.6
239000,1.3862424,0.0002284502,27.851372,377.0318903337595,377.03188899859686,850.2222222222222
240000,1.3860633,0.0002281502,29.909403,323.21974279463757,323.21974269302876,847.125
241000,1.3856062,0.00022785019,29.622852,347.52011340111494,347.5201118375053,911.0
242000,1.3856758,0.0002275502,30.476099,384.55725331101564,384.557256896417,1019.6
243000,1.3859628,0.0002272502,30.16701,414.4636827024321,414.4636853448216,995.0
244000,1.3858039,0.0002269502,29.842108,360.1757320687175,360.1757311591575,903.375
245000,1.3856653,0.0002266502,28.859943,300.4694687128067,300.4694656035655,748.5714285714286
246000,1.3851889,0.00022635018,31.85386,300.71942629897967,300.71942839793905,781.5
247000,1.3850466,0.0002260502,29.371147,403.1766759554545,403.17667427796147,898.2222222222222
248000,1.3848532,0.00022575019,30.655054,209.51923293407475,209.519233584971,633.8571428571429
249000,1.384592,0.00022545019,29.550169,380.49035932385596,380.49035920555673,963.125
250000,1.3841816,0.0002251502,30.488007,277.1681597828865,277.1681591173207,735.3333333333334
251000,1.3846424,0.0002248502,32.349426,375.80951991081236,375.8095167201362,977.0
252000,1.3848809,0.0002245502,30.57982,300.8114019100155,300.8113999895112,867.0
253000,1.3848746,0.0002242502,32.02827,527.8551416493953,527.855144403693,1185.2
254000,1.3848155,0.0002239502,31.419235,446.00810001790524,446.00810007724795,1054.625
255000,1.3846327,0.0002236502,31.266703,243.03318709631762,243.03318498246594,744.1666666666666
256000,1.3843257,0.0002233502,32.773434,396.2792802467942,396.2792831647138,950.8
257000,1.3840388,0.00022305021,27.74065,420.4180241885285,420.4180244220351,926.5
258000,1.3837432,0.00022275018,29.546507,415.1063678934239,415.10636825137715,921.2
259000,1.3836553,0.0002224502,26.005482,232.3826514929533,232.38265113119633,673.125
260000,1.3834517,0.0002221502,26.713783,260.7927064127289,260.79270672952,780.2
261000,1.3835733,0.00022185019,28.9916,362.67898912131784,362.6789889886084,979.6
262000,1.3837641,0.0002215502,28.845232,535.2104058861732,535.2104043559114,1050.5
263000,1.3830837,0.0002212502,28.560423,445.9072847813368,445.9072831395125,952.7142857142857
264000,1.3827425,0.0002209502,29.085829,538.9112683534622,538.9112725168816,1014.5
265000,1.382131,0.0002206502,26.761946,301.4625650283124,301.462565150256,747.0
266000,1.3818235,0.0002203502,27.797976,457.2606060107549,457.26060877045774,862.8333333333334
267000,1.3809758,0.0002200502,27.92516,246.7478382885456,246.74783849723948,665.6666666666666
268000,1.381079,0.00021975019,29.652864,312.4877610703309,312.4877613447413,749.6666666666666
269000,1.3811709,0.0002194502,31.236732,468.5061626136303,468.50616363885456,1035.25
270000,1.3810307,0.0002191502,29.619595,459.0280965446894,459.0280978748156,962.2857142857143
271000,1.3809565,0.0002188502,31.997858,336.91805146308616,336.9180489538663,3075.3333333333335
272000,1.3806266,0.00021855021,33.681377,394.50154999026563,394.50154828316613,894.875
273000,1.3806722,0.0002182502,35.476307,454.6757708589236,454.67576952043845,939.1666666666666
274000,1.3807429,0.00021795019,33.45931,395.17592194250653,395.17592188484923,904.2857142857143
275000,1.3806965,0.00021765019,35.24279,432.83815948026523,432.8381595082682,896.2857142857143
276000,1.3806744,0.00021735019,36.266376,451.05462675094606,451.054628910264,926.0
277000,1.3804361,0.0002170502,36.137104,588.5803188246542,588.5803190417447,1166.0
278000,1.3802555,0.00021675021,33.45468,207.0079917125404,207.00799213461687,620.6666666666666
279000,1.3797265,0.0002164502,35.67372,388.5950565437476,388.59505519267015,875.8333333333334
280000,1.3793905,0.00021615019,34.948563,572.7440107654381,572.7440095957494,1130.5714285714287
281000,1.3790913,0.0002158502,35.61514,483.73100729783374,483.7310041418944,997.1666666666666
282000,1.3785602,0.0002155502,36.16081,458.6760710279147,458.6760717270554,910.0
283000,1.3783832,0.0002152502,38.510666,485.1711919784546,485.17119282821807,915.4
284000,1.3778858,0.00021495021,38.668728,720.3241388003031,720.3241363243045,1217.3333333333333
285000,1.3781977,0.0002146502,35.757343,672.0621972105333,672.0622033238669,1220.4285714285713
286000,1.378671,0.00021435019,35.521793,477.6728386481603,477.6728419130668,975.1666666666666
287000,1.3781193,0.0002140502,38.745625,593.2392270307988,593.2392295270109,1225.0
288000,1.377844,0.0002137502,35.33528,532.6503569573164,532.650358271983,959.6
289000,1.3775625,0.0002134502,38.70575,734.2850164096104,734.285015353665,1295.6
290000,1.377536,0.0002131502,39.615063,536.091041068236,536.0910414285026,995.6666666666666
291000,1.3774889,0.0002128502,38.591534,644.4551753997803,644.4551789005287,1076.8
292000,1.3770941,0.00021255019,37.40579,487.56532594561577,487.56532476719826,934.1666666666666
293000,1.3767427,0.0002122502,38.792637,683.5789576371511,683.5789585549695,1077.1666666666667
294000,1.3758905,0.0002119502,36.84042,607.7085992495219,607.7086032204292,1068.0
295000,1.3756639,0.00021165019,37.4599,645.2218635876974,645.2218608165082,1102.8333333333333
296000,1.3752618,0.0002113502,38.868343,528.6067732065916,528.6067745627884,1058.2
297000,1.3748999,0.0002110502,38.017147,613.5538030887643,613.5538015075539,1105.0
298000,1.3743384,0.0002107502,37.226208,490.46585444609326,490.46585808235494,967.6666666666666
299000,1.3739164,0.0002104502,37.03785,623.6691145698229,623.669116507362,1110.1666666666667
300000,1.3737066,0.0002101502,40.267174,420.4236344322562,420.4236372276778,926.0
301000,1.3732688,0.00020985019,37.72253,605.7785185064588,605.7785204602072,1074.2857142857142
302000,1.3730469,0.0002095502,37.376957,481.5481207327296,481.5481190933465,960.1666666666666
303000,1.3723907,0.0002092502,39.87259,631.7782046695772,631.7782069265477,1026.2857142857142
304000,1.3719804,0.0002089502,40.399418,553.1910836696625,553.1910886422947,981.6666666666666
305000,1.3716123,0.0002086502,39.704044,803.4388111715205,803.4388052422639,1184.2
306000,1.37151,0.00020835022,38.220566,539.1409590925489,539.14096166107,1026.2857142857142
307000,1.371437,0.00020805019,39.17411,547.0991051777798,547.0991026815312,888.5714285714286
308000,1.3709404,0.0002077502,36.703953,573.5949503580729,573.594947573884,897.5
309000,1.3705736,0.0002074502,39.992756,600.3018585069416,600.3018633370141,1054.1666666666667
310000,1.369995,0.0002071502,40.678207,755.28610526522,755.2861039849996,1145.1666666666667
311000,1.3696842,0.0002068502,40.324646,544.7469888687134,544.7469841220416,908.0
312000,1.3695413,0.00020655019,36.861893,518.536400944693,518.5364002632248,926.875
313000,1.3691185,0.0002062502,40.144367,355.20245814323425,355.2024584867992,828.2
314000,1.3687571,0.0002059502,39.219814,657.305452135081,657.3054572572377,1068.6666666666667
315000,1.3677295,0.00020565021,40.163956,399.1992943286896,399.1992920996466,843.1666666666666
316000,1.3675889,0.00020535021,42.922775,889.0108109712601,889.0108120210934,1354.25
317000,1.3674654,0.0002050502,39.029648,549.8842982820103,549.8842938936856,1041.857142857143
318000,1.3669211,0.0002047502,39.105133,456.0791043350473,456.07910438967247,932.8333333333334
319000,1.3666564,0.0002044502,41.514896,326.0873109102249,326.08730692093195,737.3333333333334
320000,1.3652813,0.0002041502,41.11962,597.7782767812411,597.778275166677,955.0
321000,1.3646744,0.00020385021,39.011097,579.4427654061999,579.4427661104419,1070.2857142857142
322000,1.3637409,0.00020355021,39.031815,501.58065118392307,501.58065283523564,996.0
